3.399999999999999911e+00 1.023877314556721069e-02
3.400300060012002135e+00 1.031561609090560737e-02
3.400600120024004802e+00 1.039268840916794320e-02
3.400900180036007026e+00 1.046998696715720038e-02
3.401200240048009693e+00 1.054750859666911053e-02
3.401500300060011917e+00 1.062525009485775461e-02
3.401800360072014140e+00 1.070320822461327467e-02
3.402100420084016807e+00 1.078137971494907976e-02
3.402400480096019031e+00 1.085976126139922421e-02
3.402700540108021698e+00 1.093834952642768615e-02
3.403000600120023922e+00 1.101714113984612366e-02
3.403300660132026145e+00 1.109613269924380682e-02
3.403600720144028813e+00 1.117532077042696428e-02
3.403900780156031036e+00 1.125470188786828127e-02
3.404200840168033704e+00 1.133427255516809666e-02
3.404500900180035927e+00 1.141402924552414530e-02
3.404800960192038151e+00 1.149396840221321263e-02
3.405101020204040818e+00 1.157408643908219847e-02
3.405401080216043042e+00 1.165437974104905315e-02
3.405701140228045709e+00 1.173484466461541254e-02
3.406001200240047933e+00 1.181547753838747654e-02
3.406301260252050156e+00 1.189627466360870800e-02
3.406601320264052823e+00 1.197723231470161631e-02
3.406901380276055047e+00 1.205834673981937520e-02
3.407201440288057714e+00 1.213961416140873703e-02
3.407501500300059938e+00 1.222103077678093896e-02
3.407801560312062161e+00 1.230259275869438097e-02
3.408101620324064829e+00 1.238429625594584735e-02
3.408401680336067052e+00 1.246613739397136288e-02
3.408701740348069720e+00 1.254811227545809746e-02
3.409001800360071943e+00 1.263021698096383934e-02
3.409301860372074167e+00 1.271244756954793484e-02
3.409601920384076834e+00 1.279480007941043336e-02
3.409901980396079058e+00 1.287727052854041078e-02
3.410202040408081725e+00 1.295985491537504641e-02
3.410502100420083949e+00 1.304254921946583490e-02
3.410802160432086172e+00 1.312534940215574417e-02
3.411102220444088839e+00 1.320825140726427510e-02
3.411402280456091063e+00 1.329125116178116184e-02
3.411702340468093730e+00 1.337434457657040235e-02
3.412002400480095954e+00 1.345752754708081679e-02
3.412302460492098177e+00 1.354079595406727267e-02
3.412602520504100845e+00 1.362414566431897553e-02
3.412902580516103068e+00 1.370757253139626326e-02
3.413202640528105736e+00 1.379107239637676098e-02
3.413502700540107959e+00 1.387464108860777048e-02
3.413802760552110183e+00 1.395827442646867603e-02
3.414102820564112850e+00 1.404196821813985356e-02
3.414402880576115074e+00 1.412571826237923878e-02
3.414702940588117741e+00 1.420952034930798684e-02
3.415003000600119965e+00 1.429337026120149935e-02
3.415303060612122188e+00 1.437726377328978067e-02
3.415603120624124855e+00 1.446119665456371307e-02
3.415903180636127079e+00 1.454516466858832638e-02
3.416203240648129746e+00 1.462916357432431438e-02
3.416503300660131970e+00 1.471318912695434265e-02
3.416803360672134193e+00 1.479723707871780959e-02
3.417103420684136861e+00 1.488130317975089496e-02
3.417403480696139084e+00 1.496538317893282739e-02
3.417703540708141752e+00 1.504947282473944985e-02
3.418003600720143975e+00 1.513356786610099355e-02
3.418303660732146199e+00 1.521766405326743614e-02
3.418603720744148866e+00 1.530175713867822605e-02
3.418903780756151090e+00 1.538584287783741761e-02
3.419203840768153757e+00 1.546991703019541357e-02
3.419503900780155980e+00 1.555397536003380425e-02
3.419803960792158204e+00 1.563801363735704830e-02
3.420104020804160871e+00 1.572202763878761261e-02
3.420404080816163095e+00 1.580601314846563979e-02
3.420704140828165762e+00 1.588996595895415809e-02
3.421004200840167986e+00 1.597388187214669047e-02
3.421304260852170209e+00 1.605775670018055185e-02
3.421604320864172877e+00 1.614158626635269281e-02
3.421904380876175100e+00 1.622536640603923150e-02
3.422204440888177768e+00 1.630909296761934302e-02
3.422504500900179991e+00 1.639276181340067542e-02
3.422804560912182215e+00 1.647636882054941132e-02
3.423104620924184882e+00 1.655990988202190109e-02
3.423404680936187106e+00 1.664338090749884619e-02
3.423704740948189773e+00 1.672677782432293800e-02
3.424004800960191996e+00 1.681009657843680893e-02
3.424304860972194220e+00 1.689333313532472361e-02
3.424604920984196887e+00 1.697648348095468981e-02
3.424904980996199111e+00 1.705954362272192951e-02
3.425205041008201778e+00 1.714250959039497965e-02
3.425505101020204002e+00 1.722537743706075222e-02
3.425805161032206225e+00 1.730814324007225527e-02
3.426105221044208893e+00 1.739080310199576582e-02
3.426405281056211116e+00 1.747335315155810684e-02
3.426705341068213784e+00 1.755578954459530161e-02
3.427005401080216007e+00 1.763810846499934415e-02
3.427305461092218231e+00 1.772030612566620825e-02
3.427605521104220898e+00 1.780237876944217035e-02
3.427905581116223122e+00 1.788432267006926160e-02
3.428205641128225345e+00 1.796613413313054644e-02
3.428505701140228012e+00 1.804780949699314949e-02
3.428805761152230236e+00 1.812934513374962059e-02
3.429105821164232903e+00 1.821073745015871007e-02
3.429405881176235127e+00 1.829198288858214713e-02
3.429705941188237350e+00 1.837307792792107486e-02
3.430006001200240018e+00 1.845401908454865833e-02
3.430306061212242241e+00 1.853480291323974377e-02
3.430606121224244909e+00 1.861542600809894601e-02
3.430906181236247132e+00 1.869588500348332363e-02
3.431206241248249356e+00 1.877617657492356568e-02
3.431506301260252023e+00 1.885629744003993608e-02
3.431806361272254247e+00 1.893624435945437390e-02
3.432106421284256914e+00 1.901601413769935314e-02
3.432406481296259138e+00 1.909560362412043161e-02
3.432706541308261361e+00 1.917500971377581256e-02
3.433006601320264028e+00 1.925422934832960592e-02
3.433306661332266252e+00 1.933325951693980888e-02
3.433606721344268919e+00 1.941209725714193937e-02
3.433906781356271143e+00 1.949073965572498471e-02
3.434206841368273366e+00 1.956918384960319029e-02
3.434506901380276034e+00 1.964742702668021909e-02
3.434806961392278257e+00 1.972546642670686828e-02
3.435107021404280925e+00 1.980329934213295728e-02
3.435407081416283148e+00 1.988092311895069478e-02
3.435707141428285372e+00 1.995833515753208873e-02
3.436007201440288039e+00 2.003553291345787357e-02
3.436307261452290263e+00 2.011251389833862771e-02
3.436607321464292930e+00 2.018927568062880984e-02
3.436907381476295154e+00 2.026581588643086920e-02
3.437207441488297377e+00 2.034213220029244817e-02
3.437507501500300044e+00 2.041822236599367957e-02
3.437807561512302268e+00 2.049408418732538012e-02
3.438107621524304935e+00 2.056971552885906995e-02
3.438407681536307159e+00 2.064511431670574756e-02
3.438707741548309382e+00 2.072027853926660182e-02
3.439007801560312050e+00 2.079520624797250375e-02
3.439307861572314273e+00 2.086989555801324267e-02
3.439607921584316941e+00 2.094434464905737051e-02
3.439907981596319164e+00 2.101855176595958732e-02
3.440208041608321388e+00 2.109251521945891550e-02
3.440508101620324055e+00 2.116623338686433528e-02
3.440808161632326279e+00 2.123970471272917243e-02
3.441108221644328946e+00 2.131292770951474097e-02
3.441408281656331170e+00 2.138590095824055570e-02
3.441708341668333393e+00 2.145862310912382068e-02
